exports,imports,industrial production growth rate,investment,unemployement rate,gdp
0.07743626869248879,0.06049558287188194,0.40211640211640215,0.27670753064798603,0.12391930835734868,0.28245501662753686
0.03683370288347623,0.021280401420364657,0.6428571428571429,0.18914185639229425,0.04178674351585014,0.025437569671481676
0.043236974910704024,0.02537943127146486,0.33862433862433866,0.1576182136602452,0.1599423631123919,0.0366292628648726
0.01470211407608229,0.0042900920689531346,0.1746031746031746,0.09632224168126095,0.20749279538904897,0.003223548071428705
0.032680531690991076,0.01523687311097395,0.41269841269841273,0.27845884413309985,0.1138328530259366,0.014373538377635133
0.012306484331629937,0.012987488134833013,0.2724867724867725,0.13660245183887917,0.1484149855907781,0.026901426119590604
0.04341608741496214,0.02117877258108118,0.298941798941799,0.4080560420315237,0.15273775216138327,0.0439570558987202
0.007460371638296179,0.003122715468383607,0.39682539682539686,0.19964973730297722,0.14121037463976946,0.0009588259735113473
0.01686265865869586,0.00946435503967251,0.5529100529100529,0.14711033274956217,0.11095100864553314,0.029539772043507856
0.006805491544602428,0.003388305501711091,0.39153439153439157,0.14535901926444836,0.2795389048991354,0.005125710374640015
0.010911645704719827,0.010561946503934052,0.3715944089078418,0.2521891418563923,0.16570605187319884,0.01143731468811432
0.0060890415275699486,0.005455436092736994,0.2592592592592593,0.19089316987740804,0.23631123919308353,0.004720596613419172
0.010217584750719613,0.008258359480175262,0.34391534391534395,0.1856392294220666,0.1743515850144092,0.005226988814945225
0.009177612772870904,0.003949296694555879,0.2592592592592593,0.08406304728546411,0.20749279538904897,0.0010890411110466183
0.004134476324853214,0.0018828436291251993,0.3703703703703704,0.2407569566063437,0.0,0.0040320734352097985
0.00499421634529219,0.00250210202315918,0.28571428571428575,0.1418563922942207,0.49567723342939474,0.0013647908140624859
0.003283691929627145,0.0015000416678241063,0.32275132275132273,0.3064798598949212,0.33429394812680113,0.0012626612944269793
0.00040110006422302733,0.00031145851612409287,0.33862433862433866,0.29246935201401053,0.19985704236538154,0.0013145771335750286
0.0022448394049300493,0.0014932664118718745,0.417989417989418,0.25394045534150617,0.14697406340057637,0.0013162792922356203
0.002215733622988105,0.0010528747749768118,0.35714285714285715,0.042031523642732056,0.12391930835734868,0.0018822470468823859
0.002482163473072058,0.0004798913790965738,0.20634920634920637,0.3117338003502627,0.19985704236538154,0.00017957773869243236
0.008455565490080358,0.005155292254053127,0.47089947089947093,0.2206654991243433,0.15129682997118155,0.0041954806666266095
0.001623542905784696,0.002229736733879464,0.41005291005291006,0.28196147110332753,0.40201729106628237,0.0015809649639576414
0.0015104781374717575,0.0009702166523595845,0.3715944089078418,0.20315236427320496,0.49567723342939474,0.0012379799938483987
0.008363770331648071,0.00676780317068428,0.37830687830687837,0.27145359019264453,0.5677233429394812,0.023446044038589298
0.03851288261089611,0.024932264378617564,0.32539682539682546,0.16812609457092823,0.1455331412103746,0.010960710263148623
0.00357474974904659,0.005121415974291969,0.33862433862433866,0.06304728546409807,0.20749279538904897,0.0021520391945861824
0.004145670856369347,0.0008021903047442375,0.24867724867724872,0.24168126094570933,0.2939481268011527,0.0006597566968453724
0.003362053650240072,0.002478388627326369,0.3068783068783069,0.20490367775831875,0.2795389048991354,0.004089946829669919
0.011104191646797306,0.007777316307566809,0.32275132275132273,0.28896672504378285,0.19020172910662825,0.006014237195468922
0.0027206069943656805,0.0008889135809328037,0.3715944089078418,0.09807355516637478,0.19985704236538154,0.0010022310193564376
0.00012056510442874698,9.478583077172197e-05,0.3715944089078418,0.3029772329246936,0.19985704236538154,0.00022000400688148704
0.0003709867744446309,0.0007073367214129932,0.3715944089078418,0.2407569566063437,0.19985704236538154,0.001007337495338213
0.013761773428727161,0.0064764671647383155,0.34391534391534395,0.1716287215411559,0.12968299711815562,0.013199048901826807
0.0,0.0,0.3715944089078418,0.41155866900175136,0.19985704236538154,0.0
0.0032792141170206917,0.002228381682689018,0.20634920634920637,0.1768826619964974,0.2089337175792507,0.0025290673379072606
0.014276721878469255,0.0032893867648085074,0.23280423280423285,0.4640980735551664,0.19985704236538154,0.0019537377106272403
0.02066879937418091,0.008827480980162727,0.48677248677248675,0.27845884413309985,0.10662824207492795,0.010058566173034982
0.016750713343534538,0.01086005776583225,0.30952380952380953,0.29597197898423816,0.0835734870317003,0.0033358905430277623
0.0012574817252071632,0.0008530047243859754,0.4232804232804233,0.24518388791593698,0.5677233429394812,0.0006583949699168989
0.000556032380406301,0.0003252800382666456,0.24338624338624337,0.04728546409807355,0.19985704236538154,0.000612436686080921
2.8143052231557094e-05,6.585548785569247e-05,0.6825396825396826,0.04728546409807355,0.19985704236538154,0.0003223037423830528
0.0004016597907988339,0.000364847533027679,0.462962962962963,0.2407569566063437,0.07348703170028818,0.0009418043869054296
0.0010001194456512772,0.0007446006291502677,0.30423280423280424,0.27320490367775835,0.48126801152737747,0.0004939664433037333
0.0007164500170324797,0.0004973715394533316,0.3650793650793651,0.1576182136602452,0.2507204610951008,0.0007047787934180248
6.090944597927691e-05,0.000234627113625785,0.3715944089078418,0.19614711033274956,0.2939481268011527,3.285166214942127e-05
0.00027930356132750575,0.00023876001975664635,0.3715944089078418,0.5516637478108583,0.19985704236538154,3.506446840819058e-05
0.0005348747158408106,0.0004674249081444674,0.6164021164021165,0.5534150612959721,0.6397694524495676,0.0004832428437420052
0.0004418481589417496,0.0003651185432657682,0.328042328042328,0.4483362521891419,0.17723342939481268,0.00013310880725827688
0.000734809048718937,0.0005311123140954458,0.3715944089078418,0.19439579684763578,0.19985704236538154,0.0007208641927606171
0.0006308118509340662,0.000412680840050435,0.3941798941798942,0.4640980735551664,0.19985704236538154,0.0002285148001844459
6.463722497414902e-05,0.0003936423708246638,0.3715944089078418,0.3204903677758319,0.19985704236538154,0.00033532525613657986
0.0011455364100458382,0.0012120932898542574,0.6560846560846562,0.15936952714535907,0.10662824207492795,0.0007120980756585695
0.0027295626195785864,0.0013130446035425104,0.3174603174603175,0.1418563922942207,0.4236311239193083,0.002549493241834362
0.0007995134408821828,0.0006053691193319056,0.425925925925926,0.19789842381786343,0.19985704236538154,0.0006914168479323794
0.0023847710488817055,0.0011606013446172963,0.3715944089078418,0.03852889667250437,0.06628242074927954,0.006305306326430116
0.0023478290948784684,0.003560397002897777,0.24338624338624337,0.056042031523642725,0.02737752161383285,0.00286864799069532
7.061510480376379e-05,0.00014837810535387502,0.39153439153439157,0.21015761821366027,0.19985704236538154,0.0008694626438302791
0.0009440348427554534,0.0008530047243859754,0.6031746031746033,0.20665499124343262,0.4236311239193083,0.001143510188185555
0.0029310641868689714,0.0022805511535212023,0.3715944089078418,0.3222416812609457,0.09221902017291066,0.0005965215026043878
0.0009644088901148145,0.0007493433083168299,0.28571428571428575,0.11733800350262696,0.19985704236538154,0.001220958407242481
0.4690433701898358,0.28432971376576177,0.25132275132275134,0.19614711033274956,0.13688760806916425,0.1478142665747274
0.0007864158390083078,0.00040685411993151573,0.29100529100529104,0.22767075306479861,0.19985704236538154,0.0016413915964086495
0.0018160888478621748,0.0017859574690082855,0.20634920634920637,0.16637478108581438,0.5345821325648414,0.0012073411379577466
0.0013895771970975266,0.0013083019243759482,0.4285714285714286,0.14360770577933452,0.19985704236538154,0.0019996959944632185
0.005728577612750482,0.002248707450545713,0.6031746031746033,0.05779334500875659,0.1786743515850144,0.002090761482804878
0.002890763873410894,0.002811053694580947,0.2751322751322752,0.11733800350262696,0.5677233429394812,0.0029333300197978075
0.0006225278976121281,0.001397735302945407,0.3835978835978836,0.1716287215411559,0.19985704236538154,0.004653361346325797
0.0063722631749281,0.004826014814774665,0.3492063492063492,0.29772329246935203,0.17291066282420747,0.0017324570847503096
0.0004611027531494975,0.0005591618737376851,0.5767195767195767,0.3695271453590193,0.19985704236538154,0.0013213857682173955
0.0006108855848353503,0.0013787645862791582,0.28835978835978837,0.18213660245183888,0.20461095100864554,0.0014677714130282883
0.0015306282942007961,0.0014139959172307633,0.3306878306878307,0.21190893169877412,0.6829971181556195,0.0015443685527549182
0.011298976495178012,0.006679724843305268,0.3715944089078418,0.2407569566063437,0.35158501440922185,0.007624479288388742
0.003241152709865841,0.002212798593998885,0.43915343915343924,0.27670753064798603,0.03602305475504323,0.0007795035586180038
0.005932318086344093,0.004894444899892205,0.3941798941798942,0.2521891418563923,0.10374639769452448,0.006839784145855933
0.0006884636882421484,0.0008570698779573145,0.3544973544973545,0.2521891418563923,0.19985704236538154,0.0033341883843671706
4.768870425872443e-05,0.00025353007773251153,0.19841269841269843,0.1733800350262697,0.037463976945244955,0.0003681769182860011
0.0010105303599612803,0.0011958326755689014,0.28571428571428575,0.18388791593695272,0.23631123919308353,0.0012115965346092261
0.0037930431136111733,0.0023408509314960645,0.4312169312169313,0.14010507880910683,0.26080691642651294,0.006466160319856038
0.0018720615054428373,0.002427574207684631,0.15343915343915346,0.42031523642732055,0.20749279538904897,0.0009290381969509913
0.0008320895275941284,0.0013408231529466604,0.32275132275132273,0.35026269702276713,0.10374639769452448,0.0010320187959167936
0.003629602953475639,0.004015694202887749,0.22486772486772488,0.15061295971978989,0.08213256484149856,0.0027350285358388655
0.006915197953460526,0.005285377168335977,0.28835978835978837,0.19614711033274956,0.08645533141210374,0.0032133351194651547
0.012832627312888163,0.009166243777774315,0.3121693121693122,0.24168126094570933,0.020172910662824204,0.005981896180917678
0.006374502081231327,0.004930353756439034,0.33862433862433866,0.35376532399299476,0.12968299711815562,0.0016184124544906604
0.003987827961991879,0.004017049254078196,0.4312169312169313,0.31698774080560427,0.11815561959654179,0.0022397003656066585
0.0032512277882303605,0.005236595325479908,0.3148148148148148,0.12084063047285466,0.0994236311239193,0.005043155679601313
0.032725309817055605,0.02007440586086741,0.3412698412698413,0.28021015761821366,0.18011527377521613,0.006695951739035928
0.009933243650209847,0.007438553509955223,0.5238095238095238,0.2434325744308231,0.10662824207492795,0.0038312187132599693
0.01734402351388956,0.010365464081319333,0.3121693121693122,0.13660245183887917,0.18731988472622477,0.02390562687694908
0.008774609638290133,0.011286898890822848,0.2777777777777778,0.36077057793345013,0.19020172910662825,0.0042652691717108724
0.02654592842015047,0.017797919860917544,0.6296296296296297,0.500875656742557,0.018731988472622474,0.01931830928665424
0.0018955700216267155,0.0034953545457563524,0.3518518518518519,0.2407569566063437,0.6253602305475504,0.0022124658270371903
0.001988484633210615,0.005502185358807392,0.3715944089078418,0.3152364273204904,0.2507204610951008,0.001584369281278825
0.046975948437092276,0.02668028041429335,0.3518518518518519,0.15236427320490367,0.36887608069164257,0.0418038251930716
0.1161917368013395,0.04106414880088133,0.39153439153439157,0.27670753064798603,0.05331412103746397,0.010739429637271692
0.003625125140869186,0.006434460577834479,0.25132275132275134,0.11208406304728548,0.4236311239193083,0.0022175723030189655
0.11496033833456491,0.06853781168718101,0.29365079365079366,0.25569176882662004,0.0547550432276657,0.02176090696460344
0.026344426852860085,0.019234274122790673,0.3121693121693122,0.26795096322241685,0.08213256484149856,0.014577797416906147
0.022213644723407193,0.013366902468157991,0.36243386243386244,0.2521891418563923,0.05187319884726224,0.007855121786898928
0.0850485501234589,0.055265085276759045,0.47089947089947093,0.18213660245183888,0.27233429394812675,0.03938675989503128
0.2041807545181409,0.12924410501917735,0.3068783068783069,0.19964973730297722,0.037463976945244955,0.08560036753009799
0.07444732877768141,0.04617269178886405,0.3306878306878307,0.36777583187390545,0.1440922190201729,0.014637372970026858
0.06113703080499988,0.039729423378291676,0.4603174603174603,0.25919439579684767,0.07636887608069165,0.012688401303649274
0.01734402351388956,0.03674831075930971,0.3148148148148148,0.33274956217162877,0.13544668587896252,0.01925022294023057
0.04217349441667143,0.03527130496172319,0.23544973544973546,0.2504378283712785,0.08501440922190201,0.016041653865015073
0.07774971557494051,0.06399839019918575,0.6428571428571429,0.16287215411558673,0.12536023054755044,0.04327619243448349
0.37657653986658135,0.22308139995758688,0.22486772486772488,0.19789842381786343,0.11527377521613832,0.13692045114694004
0.19309816831716975,0.15038290359014037,0.28571428571428575,0.30472854640980734,0.14121037463976946,0.07977898491087412
0.3886666339040044,0.2976769679916583,0.23015873015873015,0.14360770577933452,0.06051873198847262,0.15164412356105889
0.09726178400755944,0.06643748234198918,0.2566137566137566,0.3029772329246936,0.06484149855907781,0.052042309536531134
